PMID	Title	Affiliation
23154554	Overall survival improvement in patients with lung cancer and bone metastases treated with denosumab...	Department of Medical Oncology, Tata Memorial Hospital, Mumbai, India.
23154554	Overall survival improvement in patients with lung cancer and bone metastases treated with denosumab...	Institutul Oncologic I. Chiricuta, Cluj-Napoca, Romania.
23154554	Overall survival improvement in patients with lung cancer and bone metastases treated with denosumab...	Regional Oncology Dispensary with Inpatient Sector, Plovdiv, Bulgaria.
23154554	Overall survival improvement in patients with lung cancer and bone metastases treated with denosumab...	Global Biostatistical Sciences, Amgen Inc., Thousand Oaks, California.
23154554	Overall survival improvement in patients with lung cancer and bone metastases treated with denosumab...	Clinical Development, Amgen Inc., Thousand Oaks, California.
23154554	Overall survival improvement in patients with lung cancer and bone metastases treated with denosumab...	Clinical Development, Amgen Inc., Thousand Oaks, California.
23154563	Intravascular lymphoma as a cause of respiratory failure.	Department of Internal Medicine, Division of Pulmonary and Critical Care Medicine,Rochester, Minnesota.
23154563	Intravascular lymphoma as a cause of respiratory failure.	Department of Pathology, Mayo Clinic, Rochester, Minnesota.
23154563	Intravascular lymphoma as a cause of respiratory failure.	Department of Internal Medicine, Division of Pulmonary and Critical Care Medicine,Rochester, Minnesota.. Electronic address: daniels.craig@mayo.edu.
23154564	A dramatic response to crizotinib in a non-small-cell lung cancer patient with IHC-positive and FISH...	Department of Medicine, Division of Hematology-Oncology, Sungkyunkwan University School of Medicine, Seoul, Korea. Electronic address: tntntn3@gmail.com.
23154564	A dramatic response to crizotinib in a non-small-cell lung cancer patient with IHC-positive and FISH...	Department of Pathology, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea.
23154564	A dramatic response to crizotinib in a non-small-cell lung cancer patient with IHC-positive and FISH...	Molecular Pathology Center, Seoul National University Cancer Hospital, Seoul, Korea.
23154564	A dramatic response to crizotinib in a non-small-cell lung cancer patient with IHC-positive and FISH...	Department of Medicine and Pathology, University of Colorado, Anschutz Medical Campus, Aurora, Colorado.
23154564	A dramatic response to crizotinib in a non-small-cell lung cancer patient with IHC-positive and FISH...	Department of Medicine, Division of Hematology-Oncology, Sungkyunkwan University School of Medicine, Seoul, Korea.
23154564	A dramatic response to crizotinib in a non-small-cell lung cancer patient with IHC-positive and FISH...	Department of Medicine, Division of Hematology-Oncology, Sungkyunkwan University School of Medicine, Seoul, Korea.
23154564	A dramatic response to crizotinib in a non-small-cell lung cancer patient with IHC-positive and FISH...	Department of Medicine, Division of Hematology-Oncology, Sungkyunkwan University School of Medicine, Seoul, Korea.
23154568	Oncogenic fusions involving exon 19 of ALK.	Department of Medicine, Division of Medical Oncology, University of Colorado, Anschutz Medical Campus, Aurora, Colorado.
23154568	Oncogenic fusions involving exon 19 of ALK.	Department of Medicine, Division of Medical Oncology, University of Colorado, Anschutz Medical Campus, Aurora, Colorado.
23154568	Oncogenic fusions involving exon 19 of ALK.	Department of Medicine, Division of Medical Oncology, University of Colorado, Anschutz Medical Campus, Aurora, Colorado. Electronic address: robert.doebele@ucdenver.edu.
23154727	Recurrent anterior uveitis with hypopyon revealing relapsing polychondritis.	Department of Internal Medicine, Hedi Chaker Hospital, Tunisia.
23154738	Polysplenia in an adult patient.	Centre of Radiology, Clinical Centre of Vojvodina, Serbia. turkaljivan@gmail.com
23154769	Hormone receptor expression in invasive breast cancer among Korean women and comparison of 3 antiest...	Department of Pathology, Yeungnam University College of Medicine, Daegu.
23154773	Conventional chondrosarcoma in a survivor of rhabdoid tumor: enlarging the spectrum of tumors associ...	Département de Pathologie, Centre Hospitalier.
23154824	Nanoepitaxy of GaAs on a Si(001) substrate using a round-hole nanopatterned SiO2 mask.	Institute of Microelectronics, Department of Electrical Engineering and Advanced Optoelectronic Technology Center, National Cheng Kung University, Tainan City 701, Taiwan. q1897124@mail.ncku.edu.tw
23154825	Lumican regulates ventilation-induced epithelial-mesenchymal transition through extracelluar signal-...	Division of Pulmonary and Critical Care Medicine, Kweishan, Taoyuan, Taiwan; Department of Respiratory Therapy, Chang Gung Memorial Hospital, Kweishan, Taoyuan, Taiwan; Department of Medicine, Chang Gung University, Kweishan, Taoyuan, Taiwan.
23154825	Lumican regulates ventilation-induced epithelial-mesenchymal transition through extracelluar signal-...	Department of Medicine, Chang Gung University, Kweishan, Taoyuan, Taiwan; First Cardiovascular Division, Department of Internal Medicine, Chang Gung Memorial Hospital, Taipei, Taiwan.
23154825	Lumican regulates ventilation-induced epithelial-mesenchymal transition through extracelluar signal-...	Division of Pulmonary and Critical Care Medicine, Kweishan, Taoyuan, Taiwan; Department of Medicine, Chang Gung University, Kweishan, Taoyuan, Taiwan.
23154825	Lumican regulates ventilation-induced epithelial-mesenchymal transition through extracelluar signal-...	Edith J. Crawley Vision Science Research Laboratory, Department of Ophthalmology, College of Medicine, University of Cincinnati, Cincinnati, OH.
23154825	Lumican regulates ventilation-induced epithelial-mesenchymal transition through extracelluar signal-...	Department of Medicine, Chang Gung University, Kweishan, Taoyuan, Taiwan; Division of Pulmonary and Critical Care Medicine, Chang Gung Memorial Hospital, Kaohsiung, Taiwan.
23154825	Lumican regulates ventilation-induced epithelial-mesenchymal transition through extracelluar signal-...	Department of Respiratory Therapy, Chang Gung Memorial Hospital, Kweishan, Taoyuan, Taiwan; Department of Medicine, Chang Gung University, Kweishan, Taoyuan, Taiwan; Chest Department, Taipei Veterans General Hospital, Taipei, Taiwan; Institute of Clinical Medicine, National Yang-Ming University, Taipei, Taiwan.
23154825	Lumican regulates ventilation-induced epithelial-mesenchymal transition through extracelluar signal-...	Division of Pulmonary and Critical Care Medicine, Kweishan, Taoyuan, Taiwan. Electronic address: yang1946@adm.cgmh.org.tw.
23154840	Phytochemical analysis and cytotoxicity towards multidrug-resistant leukemia cells of essential oils...	Faculty of Sciences II, Lebanese University, Chemistry Department, Fanar, Beirut, Lebanon.
23154843	Phenylpropanoid-substituted procyanidins and tentatively identified procyanidin glycosides from hawt...	University of Münster, Institute of Pharmaceutical Biology and Phytochemistry, Münster, Deutschland.
23154845	[Imaging strategies for knee injuries].	Institut für Diagnostische Radiologie und Neuroradiologie, Ernst-Moritz-Arndt-Universität Greifswald, Deutschland. katrin.hegenscheid@uni-greifswald.de
23154847	[Imaging of postarthroscopic complications after knee injuries].	Abteilung für Neuroradiologie und muskuloskelettale Radiologie, Klinik für Radiodiagnostik, Medizinische Universität Wien, Österreich. claudia.schueller-weidekamm@meduniwien.ac.at
23154848	[Femoral osteonecrosis - Ahlbaeck's disease].	Centre de l'Appareil Locomoteur, de Medecine du Sport et de Prevention, Centre Hospitalier de Luxembourg, Akademisches Lehrkrankenhaus der Universitätskliniken des Saarlandes, Luxembourg. dietrichpape@yahoo.de
23154846	[Radiological findings, evaluation and treatment of patellofemoral pain after total knee arthroplast...	Orthopädische Klinik für die Universität Regensburg, Asklepios Klinikum Bad Abbach, Deutschland. hrspringorum@googlemail.de
23154849	[Tumor-like diseases of the knee joint].	Beratungsstelle und Referenzzentrum für Osteoradiologie, Klinikum Bremen-Mitte, Deutschland. freyschmidt@radiologie-freyschmidt.de
23154850	[Tumors and pseudotumors of the mediastinum].	Institut für Diagnostische und Interventionelle Radiologie, Marien Hospital Düsseldorf GmbH, Deutschland. stefan.diederich@vkkd-kliniken.de
23154862	[Dose area product of pediatric VCUG with regard to the strongly lowered German diagnostic reference...	Radiologische Klinik - Kinderradiologie, Universität Bonn. mark.born@ukb.uni-bonn.de
23154870	Imaging features of intrahepatic biliary cystadenoma and cystadenocarcinoma on B-mode and contrast-e...	Department of Medical Ultrasound, Tenth People's Hospital of Tongji University.
23154870	Imaging features of intrahepatic biliary cystadenoma and cystadenocarcinoma on B-mode and contrast-e...	Department of Medical Ultrasonics, The First Affiliated Hospital, Sun Yat-Sen University.
23154870	Imaging features of intrahepatic biliary cystadenoma and cystadenocarcinoma on B-mode and contrast-e...	Department of Medical Ultrasonics, The First Affiliated Hospital, Sun Yat-Sen University.
23154870	Imaging features of intrahepatic biliary cystadenoma and cystadenocarcinoma on B-mode and contrast-e...	Department of Medical Ultrasound, Tenth People's Hospital of Tongji University.
23154870	Imaging features of intrahepatic biliary cystadenoma and cystadenocarcinoma on B-mode and contrast-e...	Department of Medical Ultrasound, Tenth People's Hospital of Tongji University.
23154870	Imaging features of intrahepatic biliary cystadenoma and cystadenocarcinoma on B-mode and contrast-e...	Department of Medical Ultrasound, Tenth People's Hospital of Tongji University.
23154870	Imaging features of intrahepatic biliary cystadenoma and cystadenocarcinoma on B-mode and contrast-e...	Department of Medical Ultrasound, Tenth People's Hospital of Tongji University.
23154870	Imaging features of intrahepatic biliary cystadenoma and cystadenocarcinoma on B-mode and contrast-e...	Department of Medical Ultrasound, Tenth People's Hospital of Tongji University.
23154899	Reconsidering the semiprivate inpatient room in u.s. Hospitals.	Corresponding Author: Stephen Verderber, ArchD, RA, NCARB, School of Architecture, 141 Lee Hall, Clemson University, Clemson, SC 29634-0503 (sverder@clemson.edu).
23154903	Impact of imaging room environment: staff job stress and satisfaction, patient satisfaction, and wil...	Corresponding Author: Xiaobo Quan, The Center for Health Design, 1850 Gateway Boulevard, Suite 1083, Concord, CA 94520 (xquan@healthdesign.org).
23154983	SEL-10/Fbw7-dependent negative feedback regulation of LIN-45/Braf signaling in C. elegans via a cons...	Howard Hughes Medical Institute.
23154984	CLOCK deubiquitylation by USP8 inhibits CLK/CYC transcription in Drosophila.	Howard Hughes Medical Institute.
23154988	Your asthma reliever inhaler: never leave home without it.	Medical Research Institute of New Zealand, Wellington, New Zealand. Mitesh.Patel@mrinz.ac.nz
23154998	A mixed-method examination of food marketing directed towards children in Australian supermarkets.	*Corresponding author. E-mail: erica.james@newcastle.edu.au.
